CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
C18462,20.12252,0.666667,212.82,0,212.82,0,0.666667,0,0.5,0,0,5,2500,193.710394,85.787699,1,6,7,PAYMENT,13266.85,C865697287,14358,1091.15,M1671164933,0,0,0
C18463,876.69029,1,0,0,0,1089.711093,0,0,0,0.166667,3,0,1000,1385.757558,329.503756,0.083333,12,7,CASH_OUT,77253.21,C249200083,1091.15,0,C271588719,471444,336403.65,0
C18464,792.349098,0.555556,0,0,0,1795.077768,0,0,0,0.444444,13,0,2000,219.603033,286.451636,0,9,7,TRANSFER,360373.89,C165128275,925.28,0,C1213485528,0,234828.48,0
C18465,12.090835,1,0,0,0,39.158589,0,0,0,0.083333,1,0,1000,50.46639,51.162505,0.111111,12,7,PAYMENT,1526.5,C1908839976,0,0,M1304522697,0,0,0
C18466,56.13816,1,555.1,112,443.1,0,0.916667,0.083333,0.916667,0,0,39,2700,527.817131,165.122729,0.583333,12,7,PAYMENT,18747.29,C271099719,0,0,M612958241,0,0,0
C18467,43.438252,1,194.1,0,194.1,0,0.833333,0,0.75,0,0,10,3000,123.282925,153.504488,0.083333,12,7,PAYMENT,5248.34,C1631298894,134912,129663.66,M658645383,0,0,0
C18468,59.702526,0.636364,674.68,0,674.68,0,0.583333,0,0.5,0,0,13,1000,810.809093,195.624534,1,12,7,PAYMENT,4944.21,C1912973495,48167,43222.79,M518072030,0,0,0
C18469,94.604491,1,816,0,816,0,1,0,1,0,0,12,2500,694.054946,154.937506,0.416667,12,7,PAYMENT,11933.67,C583852441,183330.44,171396.76,M347386462,0,0,0
C18470,22.427861,0.454545,340.5,119,221.5,0,0.416667,0.083333,0.416667,0,0,6,2500,413.025987,97.439864,0.4,12,7,CASH_OUT,75359.52,C1269555311,171396.76,96037.24,C400720732,99910,45394.67,0
C18471,386.6865,1,0,0,0,290.592428,0,0,0,0.333333,7,0,500,617.799081,203.241132,0.083333,12,7,PAYMENT,5624.78,C1550575634,25211.24,19586.46,M435030575,0,0,0
C18472,2149.205166,0.909091,0,0,0,1114.317913,0,0,0,0.181818,2,0,3000,3230.180347,12748.98306,0,11,7,CASH_OUT,67787.89,C679046414,19586.46,0,C2072865894,431002.28,182117.56,0
C18473,64.995822,1,550,0,550,0,0.916667,0,0.916667,0,0,11,2500,501.661911,178.815435,0.583333,12,7,PAYMENT,5272.45,C1019562230,11681,6408.55,M1072499716,0,0,0
C18474,190.570683,1,620.64,219,401.64,0,1,0.083333,1,0,0,13,2500,412.129864,163.204795,0.166667,12,7,PAYMENT,5947.18,C1446762148,6408.55,461.38,M894025840,0,0,0
C18475,970.598275,1,0,0,0,1381.573316,0,0,0,0.25,5,0,1700,674.552092,357.211595,0,12,7,PAYMENT,2392.42,C593341655,75045,72652.58,M1946618260,0,0,0
C18476,24.992059,1,292.5,292.5,0,0,0.833333,0.833333,0,0,0,11,2000,309.294279,193.835236,0.833333,12,7,PAYMENT,7046.53,C2088857414,72652.58,65606.05,M120617702,0,0,0
C18477,383.965702,1,3552.44,3552.44,0,0,0.916667,0.916667,0,0,0,42,10500,3446.294572,228.639344,1,12,7,TRANSFER,761871.16,C1237669315,1248,0,C675203915,284974,777700.37,0
C18478,1004.937342,0.545455,150.45,50.37,100.08,1891.647657,0.363636,0.090909,0.181818,0.090909,2,4,5000,435.063532,454.540546,0,11,7,PAYMENT,3408.19,C88256198,43047,39638.81,M1917717111,0,0,0
C18479,3748.676835,1,967.5,217.5,750,4420.346154,0.5,0.083333,0.333333,0.5,12,6,4000,2036.146258,2006.976997,0,12,7,TRANSFER,905112.26,C1982708114,23316,0,C863811613,31091,1328510.04,0
C18480,331.110003,1,3816,0,3816,0,1,0,1,0,0,12,2350,3234.025148,1024.833655,0.25,12,7,PAYMENT,3615.16,C363172313,114,0,M92350773,0,0,0
C18481,2.936186,0.636364,40.7,40.7,0,0,0.166667,0.166667,0,0,0,2,3500,29.250668,18.569907,0,12,7,CASH_OUT,112681.95,C119445056,0,0,C347725669,121448.74,266931.55,0
C18482,104.693836,1,783.24,0,783.24,0,1,0,1,0,0,12,2700,734.364933,201.315774,0.666667,12,7,PAYMENT,11877.65,C484728344,15107,3229.35,M628502276,0,0,0
C18483,31.072032,1,234.58,0,234.58,0,1,0,1,0,0,24,2000,224.626205,155.920337,0.416667,12,7,PAYMENT,9065.86,C691171870,5082,0,M1517112814,0,0,0
C18484,109.009133,1,749.18,0,749.18,0,0.833333,0,0.833333,0,0,10,1000,922.628357,165.855405,0.727273,12,7,PAYMENT,12672.81,C1682431013,30515,17842.19,M1885192614,0,0,0
C18485,385.845093,0.25,0,0,0,2397.763368,0,0,0,0.25,5,0,2500,0,,0,8,7,PAYMENT,5528.36,C1246101297,8043,2514.64,M2063059370,0,0,0
C18486,1209.031561,1,103.91,103.91,0,5910.81455,0.083333,0.083333,0,0.416667,8,1,2500,5904.060257,397.704005,0.083333,12,7,TRANSFER,437415.9,C546014245,129552,0,C1095575585,623,0,0
C18487,2837.962185,1,898.2,898.2,0,958.26211,0.416667,0.416667,0,0.416667,5,10,5000,641.182454,659.255972,0,12,7,TRANSFER,837439.12,C1053106531,0,0,C801142660,2081530.01,3504660.25,0
C18488,1929.069939,1,0,0,0,973.827667,0,0,0,0.166667,2,0,2500,786.014779,513.327849,0,12,7,PAYMENT,17864.89,C1528622589,152123,134258.11,M534955437,0,0,0
C18489,324.479364,0.5,0,0,0,1156.870667,0,0,0,0.5,13,0,2500,0,,0,6,7,TRANSFER,542435.88,C1664401624,8049,0,C237988421,0,628574.97,0
C18490,597.184048,1,517,0,517,2446.857321,0.5,0,0.416667,0.166667,2,6,1500,2119.840291,373.020675,0.166667,12,7,CASH_OUT,30918.53,C1961704420,0,0,C1870436181,155620.72,823.49,0
C18491,468.022403,1,488.93,236.13,252.8,132.146931,0.833333,0.333333,0.75,0.25,6,14,1000,722.96482,163.678643,0,12,7,PAYMENT,12691.35,C1210205057,48894,36202.65,M1105475717,0,0,0
C18492,223.820349,0.8,1176.72,869.81,306.91,98.219677,0.7,0.5,0.5,0.3,4,31,300,1074.228736,395.334212,0,10,7,PAYMENT,3790.42,C68358753,8414.4,4623.98,M423377692,0,0,0
C18493,2757.097566,1,1533.04,384.04,1149,686.790836,0.5,0.083333,0.416667,0.166667,2,7,3000,767.851514,8608.53291,0,12,7,PAYMENT,1966.5,C1138249201,4623.98,2657.47,M588801311,0,0,0
C18494,44.540733,0.636364,446.62,88.47,358.15,0,0.583333,0.083333,0.416667,0,0,9,4000,734.815143,190.9106,0.8,12,7,PAYMENT,2627.97,C1057291015,26212,23584.03,M1192809248,0,0,0
C18495,1410.909779,1,698.88,0,698.88,948.848018,1,0,1,0.166667,8,12,1200,79.578186,11795.28096,0.083333,12,7,CASH_OUT,3336.48,C1185851895,23584.03,20247.55,C83980058,408205,0,0
C18496,219.709329,1,586.64,0,586.64,0,1,0,0.875,0,0,8,1000,156.939833,165.553894,0,8,7,CASH_OUT,252322.27,C645794976,20247.55,0,C1457383927,503204,1273838.38,0
C18497,2075.870968,1,0,0,0,996.279137,0,0,0,0.166667,2,0,2500,482.259939,543.579985,0,12,7,CASH_OUT,271308.11,C1043990443,0,0,C1477979030,8960118.08,1.08E+07,0
C18498,84.988845,0.4,280,280,0,0,0.1,0.1,0,0,0,1,2500,374.042528,136.958891,0,10,7,CASH_OUT,560156.47,C1060786847,0,0,C1262822392,1.69E+07,1.80E+07,0
C18499,48.487138,0.818182,261.81,0,261.81,0,0.666667,0,0.5,0,0,8,1000,231.475316,156.323105,0,12,7,CASH_OUT,265115.26,C216577438,0,0,C1335946878,298544.45,828787.26,0
C18500,1228.217369,1,836.4,0,836.4,382.163862,1,0,1,0.083333,1,24,1400,1163.702341,758.120882,0,12,7,CASH_OUT,160642.36,C1520808879,0,0,C40075281,190539.16,1674676.75,0
C18501,1174.249291,0.833333,233.54,233.54,0,1664.224665,0.333333,0.333333,0,0.5,6,5,2000,185.82061,205.99605,0,6,7,CASH_OUT,23691.12,C877457423,0,0,C9108707,34225,57916.12,0
C18502,991.11995,0.833333,0,0,0,1341.446355,0,0,0,0.333333,2,0,1500,204.785807,160.331541,0,6,7,CASH_OUT,24971.08,C1502606003,0,0,C1733439693,41401,66372.08,0
C18503,1142.302592,1,0,0,0,175.924692,0,0,0,0.333333,5,0,1200,454.157081,418.981666,0,12,7,DEBIT,2226.78,C268630105,30674,28447.22,C2110335494,34858,19622.4,0
C18504,1056.794852,1,0,0,0,3291.524402,0,0,0,0.666667,17,0,3000,2794.942155,339.698592,0.166667,12,7,PAYMENT,3358.66,C1741494589,22409,19050.34,M877809987,0,0,0
C18505,4302.771935,0.857143,0,0,0,5875.404159,0,0,0,0.142857,5,0,6000,384.040295,1966.521666,0,7,7,CASH_OUT,4339.89,C309208848,17897,13557.11,C861958315,101607,105946.89,0
C18506,279.811953,1,399.9,0,399.9,0,1,0,0.916667,0,0,14,1000,538.655831,195.433258,0,12,7,PAYMENT,12294.76,C355063092,11167,0,M438448733,0,0,0
C18507,54.598322,1,832.68,0,832.68,0,1,0,1,0,0,12,2000,811.761402,75.007289,0.333333,12,7,PAYMENT,12091.12,C1012707347,2847.54,0,M1600734767,0,0,0
C18508,2323.50306,1,66,66,0,1750.387105,0.083333,0.083333,0,0.583333,14,1,3000,663.167426,539.587943,0,12,7,PAYMENT,1620.17,C70432899,0,0,M252297858,0,0,0
C18509,997.781043,1,0,0,0,56.553047,0,0,0,0.166667,2,0,1200,729.644957,347.033488,0,12,7,PAYMENT,10364.69,C1443641176,14903,4538.31,M1128352648,0,0,0
C18510,96.698289,1,1052.28,0,1052.28,0,1,0,1,0,0,23,2000,930.197472,180.400196,0.833333,12,7,PAYMENT,9621.65,C1386612163,23639,14017.35,M335204551,0,0,0
C18511,39.02645,0.888889,158.96,0,158.96,0,0.888889,0,0.777778,0,0,8,1500,117.452297,122.755349,0,9,7,PAYMENT,14852.76,C620462871,302874,288021.24,M1831833867,0,0,0
C18512,71.98176,1,459.49,0,459.49,0,1,0,1,0,0,13,1000,396.58986,178.180098,0.666667,12,7,PAYMENT,1748.86,C256186736,1455,0,M1249676471,0,0,0
C18513,2537.341739,1,2286.06,1508.89,777.17,769.988993,1,0.666667,0.916667,0.166667,3,49,4000,520.41176,858.654032,0,12,7,PAYMENT,8257.29,C845635028,57116,48858.71,M592520538,0,0,0
C18514,14.665071,0.454545,108.85,108.85,0,0,0.333333,0.333333,0,0,0,4,1000,170.376826,137.064172,0,12,7,PAYMENT,4680.12,C83375833,48858.71,44178.59,M709827525,0,0,0
C18515,66.0478,0.454545,674.67,674.67,0,0,0.416667,0.416667,0,0,0,8,600,538.053223,167.18485,1,12,7,PAYMENT,1221.33,C575568549,11246,10024.67,M144699459,0,0,0
C18516,190.096469,1,561.99,0,561.99,0,1,0,1,0,0,14,1000,372.859398,195.131923,0,12,7,PAYMENT,4286.24,C1293177207,10024.67,5738.43,M525859363,0,0,0
C18517,3380.523396,1,1012.31,1012.31,0,3294.766081,0.555556,0.555556,0,0.333333,17,27,4000,714.210126,2405.600709,0,9,7,CASH_OUT,181882.49,C1318920254,143,0,C911998047,0,16323.17,0
C18518,229.272651,0.363636,0,0,0,751.963727,0,0,0,0.083333,1,0,1200,12.773144,312.967911,0,12,7,PAYMENT,3764.45,C972540998,314524.77,310760.33,M1451732454,0,0,0
C18519,2473.175598,1,0,0,0,1462.361808,0,0,0,0.416667,9,0,3000,703.75604,582.501738,0,12,7,CASH_IN,39922.66,C1981924343,310760.33,350682.99,C1027296777,62731,22808.34,0
C18520,26.625558,1,199.2,0,199.2,0,1,0,1,0,0,12,2700,177.875592,137.21437,0.181818,12,7,CASH_IN,234527.64,C1369080285,350682.99,585210.63,C715819458,474533.78,484595.24,0
C18521,19.161629,1,638.08,0,638.08,0,1,0,1,0,0,12,2500,639.809559,170.717097,1,12,7,CASH_IN,908091.47,C1443422804,585210.63,1493302.1,C183354406,3752462.19,4861702.48,0
C18522,2271.907354,1,0,0,0,1253.401339,0,0,0,0.583333,9,0,2500,1358.997158,632.612856,0,12,7,CASH_IN,357932.51,C1032560110,1493302.1,1851234.61,C214774813,1.59E+07,1.78E+07,0
C18523,1973.025342,1,0,0,0,2009.582123,0,0,0,0.666667,6,0,2000,325.367575,476.302544,0,9,7,CASH_IN,214662.24,C1171120083,1851234.61,2065896.84,C803116137,1.54E+07,1.57E+07,0
C18524,29.040058,0.909091,289.63,0,289.63,0,1,0,0.909091,0,0,11,1000,243.424066,88.003769,0,11,7,CASH_IN,34511.23,C1088170718,2065896.84,2100408.07,C1299829127,122781,0,0
C18525,935.042217,1,1000,1000,0,0,0.083333,0.083333,0,0,0,1,1200,204.111522,215.712999,0,12,7,CASH_IN,185741.02,C1373072083,2100408.07,2286149.09,C1022023283,198374.07,12633.05,0
C18526,863.821682,1,145.81,0,145.81,315.650923,0.583333,0,0.5,0.083333,1,7,1000,520.56678,1598.733913,0,12,7,CASH_IN,23303.97,C819132906,2286149.09,2309453.07,C1870367457,310198,484137.19,0
C18527,2128.836017,1,0,0,0,2474.142891,0,0,0,0.083333,1,0,5000,895.113371,582.608195,0,12,7,CASH_IN,85766.59,C466262884,2309453.07,2395219.66,C237988421,542435.88,628574.97,0
C18528,1299.027426,1,731.45,74.23,657.22,2823.614133,1,0.142857,0.857143,0.571429,16,11,1500,2296.979965,1066.288428,0.166667,7,7,CASH_IN,99504.49,C979490841,2395219.66,2494724.15,C1281580764,584170.24,253888.02,0
C18529,2066.764509,1,421.12,421.12,0,2099.57077,0.083333,0.083333,0,0.333333,26,1,2500,701.557906,1397.322018,0,12,7,CASH_IN,201011.68,C1351269492,2494724.15,2695735.83,C1674899618,6153407.58,1.00E+07,0
C18530,6008.914524,0.777778,0,0,0,8304.470149,0,0,0,0.333333,9,0,9000,1279.301117,1404.889491,0,9,7,CASH_IN,166686.78,C2008027686,2695735.83,2862422.61,C1706891711,301294.72,98525.69,0
C18531,1420.676352,1,1379.12,420.54,958.58,346.104638,0.916667,0.25,0.916667,0.333333,5,26,1500,1439.44004,1159.79285,0,12,7,CASH_IN,306426.01,C946775567,2862422.61,3168848.62,C1852606548,313234,6807.99,0
C18532,1304.669711,1,938.95,839.95,99,718.244077,0.875,0.75,0.625,0.25,3,19,6000,397.559825,221.76596,0,8,7,CASH_IN,19247.53,C209391627,3168848.62,3188096.15,C1346667529,67867.28,61899.11,0
C18533,42.204276,0.909091,655.73,197.39,458.34,0,1,0.083333,0.916667,0,0,12,500,459.163878,96.554895,0.5,12,7,CASH_IN,42025.29,C160920812,3188096.15,3230121.44,C2046611860,101427,53006.9,0
C18534,420.348086,1,3986.24,833.24,3153,0,1,0.166667,1,0,0,22,1500,3100.021072,202.854078,0.666667,12,7,CASH_IN,159171.56,C2126608090,3230121.44,3389293,C1339257929,404503.76,561712.86,0
C18535,636.560481,0.666667,202.77,181.61,21.16,1148.569187,0.5,0.333333,0.166667,0.5,9,5,1500,76.573549,128.452063,0,6,7,CASH_IN,173928.45,C869464531,3389293,3563221.45,C1211317010,234143,15316.39,0
C18536,2648.244646,1,0,0,0,10458.97815,0,0,0,1,123,0,4000,9818.531412,665.888853,0,12,7,CASH_IN,324145.15,C1736264938,3563221.45,3887366.6,C271588719,548697.21,336403.65,0
C18537,174.909754,0.833333,0,0,0,721.16471,0,0,0,0.333333,3,0,1500,221.855473,82.94693,0,6,7,CASH_IN,75247.56,C1442800893,3887366.6,3962614.16,C1467806809,171695.52,90640.96,0
C18538,1016.52185,0.909091,44,44,0,1069.450087,0.083333,0.083333,0,0.166667,4,1,1200,54.983629,4080.472538,0,12,7,CASH_IN,40765.68,C553496382,3962614.16,4003379.84,C798678484,1073008.04,2084795.89,0
C18539,2080.12257,0.777778,0,0,0,3014.915206,0,0,0,0.222222,7,0,3000,652.357962,506.798212,0,9,7,CASH_IN,24638.55,C71681683,4003379.84,4028018.39,C560041895,119345.51,40278.39,0
C18540,289.220297,1,0,0,0,1048.868332,0,0,0,0.083333,3,0,1200,59.150211,288.255952,0,12,7,CASH_IN,56289.54,C164806893,4028018.39,4084307.94,C1380361139,62111.53,5821.98,0
C18541,1079.106678,1,0,0,0,390.485014,0,0,0,0.416667,5,0,1200,552.57076,313.808062,0,12,7,CASH_IN,33919.56,C656704934,4084307.94,4118227.49,C170899621,373103,7569059.16,0
C18542,7.258112,0.272727,57,57,0,0,0.090909,0.090909,0,0,0,1,1500,294.679399,79.49349,0,11,7,CASH_IN,302915.15,C1793935907,4118227.49,4421142.64,C2101977504,377903.22,0,0
C18543,403.311321,0.857143,208,208,0,438.543672,0.142857,0.142857,0,0.142857,1,1,4000,39.576673,133.729514,0,7,7,CASH_IN,213765.78,C1085700275,4421142.64,4634908.42,C728885526,345283.88,211120.9,0
C18544,15.410246,0.571429,51.02,51.02,0,0,0.142857,0.142857,0,0,0,2,4000,72.30987,70.412367,0,7,7,CASH_IN,340505.75,C1601969632,4634908.42,4975414.18,C71555810,860902.76,960188.98,0
C18545,1094.961929,1,498.21,0,498.21,1188.796657,1,0,0.875,0.5,8,14,1200,460.368166,1643.554755,0,8,7,CASH_IN,193558.01,C1559673372,4975414.18,5168972.19,C1816757085,9163427.18,1.02E+07,0
C18546,254.260019,1,2184.72,0,2184.72,0,1,0,1,0,0,41,4000,1889.29739,188.392562,0.5,12,7,CASH_IN,271866.95,C1556766707,5168972.19,5440839.13,C170899621,339183.44,7569059.16,0
C18547,110.474358,1,1294.42,269.5,1024.92,0,0.916667,0.166667,0.833333,0,0,13,2500,1399.705212,164.585216,0.818182,12,7,CASH_IN,468052.79,C801822521,5440839.13,5908891.92,C214774813,1.56E+07,1.78E+07,0
C18548,17.699123,0.454545,0,0,0,29.421611,0,0,0,0.083333,1,2,2000,178.288304,82.738431,0.333333,12,7,CASH_IN,519071.69,C275139645,5908891.92,6427963.61,C803116137,1.52E+07,1.57E+07,0
C18549,77.097563,0.727273,233.62,25.62,208,281.332123,0.666667,0.083333,0.666667,0.25,4,9,1000,689.947206,123.11519,0.111111,12,7,CASH_IN,439105.26,C2041127543,6427963.61,6867068.87,C1423992712,1.12E+07,9689179.38,0
C18550,0,0,39.54,0,39.54,0,0.166667,0,0.166667,0,0,2,3000,181.014541,,0,12,7,CASH_IN,223666.66,C1997725558,6867068.87,7090735.53,C1922859107,442599.75,209838.16,0
C18551,777.210275,1,622.51,0,622.51,1387.449608,1,0,0.857143,0.428571,6,27,1000,1092.401437,521.876562,0,7,7,CASH_IN,193318.64,C244886962,7090735.53,7284054.17,C1255024717,1.07E+07,1.29E+07,0
C18552,25.840196,1,277.56,0,277.56,0,1,0,1,0,0,12,1000,274.150799,176.998221,1,12,7,CASH_IN,288038.89,C742199288,7284054.17,7572093.06,C194746285,498474.72,303190.22,0
C18553,150.897044,0.181818,0,0,0,900.772781,0,0,0,0.083333,1,0,2500,0,,0,12,7,CASH_IN,355458.78,C481770130,7572093.06,7927551.84,C1587143371,627316.28,77922.92,0
C18554,192.25979,0.272727,86.03,86.03,0,997.125484,0.083333,0.083333,0,0.166667,4,1,1200,0,,0,12,7,CASH_IN,116884.29,C2101325597,7927551.84,8044436.13,C1880332929,1.06E+07,1.49E+07,0
C18555,11.115883,1,216.36,0,216.36,0,1,0,1,0,0,12,1000,199.847489,34.928987,0.555556,12,7,CASH_IN,43698.21,C906065973,8044436.13,8088134.34,C1141137903,158919,8444298.53,0
C18556,801.688726,1,325.92,0,325.92,0,1,0,1,0,0,12,1000,484.790462,224.451595,0,12,7,CASH_IN,47369.84,C1913123778,8088134.34,8135504.18,C1237401293,90056,0,0
C18557,105.333584,0.375,306,306,0,0,0.125,0.125,0,0,0,2,6000,101.986927,118.324082,0,8,7,CASH_IN,146117.38,C1463891130,8135504.18,8281621.57,C214774813,1.51E+07,1.78E+07,0
C18558,32.944835,1,185.8,0,185.8,0,1,0,0.9,0,0,10,1000,101.816592,142.426777,0.625,10,7,CASH_IN,45157.63,C1460026888,8281621.57,8326779.2,C1335946878,563659.72,828787.26,0
C18559,192.766707,0.727273,55,55,0,455.904257,0.083333,0.083333,0,0.25,4,1,2000,236.007337,119.086777,0,12,7,CASH_IN,111430.78,C1794843661,8326779.2,8438209.98,C54617902,115108.49,3677.71,0
C18560,53.684439,0.818182,862.47,0,862.47,0,0.75,0,0.666667,0,0,9,2500,1007.362536,172.278333,1,12,7,CASH_IN,158274.46,C657412979,8438209.98,8596484.44,C1334973394,992451.59,982743.75,0
C18561,229.752417,1,82.28,0,82.28,0,0.333333,0,0.333333,0,0,4,1000,203.78769,171.875166,0,12,7,CASH_IN,94712.61,C2039830472,8596484.44,8691197.05,C1494895909,300375.97,905385.44,0
C18562,184.007838,1,526.92,0,526.92,0,1,0,1,0,0,12,1500,396.991301,180.5486,0.083333,12,7,TRANSFER,27609.08,C520474764,7050,0,C1317731757,721.42,28330.5,0
C18563,626.342256,1,956.64,360,596.64,0,0.454545,0.090909,0.363636,0,0,8,7500,2125.953394,222.366993,0,11,7,CASH_OUT,128549.2,C745358381,0,0,C458582664,160349,25332.01,0
C18564,4.602365,0.181818,38.42,0,38.42,0,0.166667,0,0.166667,0,0,2,1000,74.750172,41.034906,0,12,7,PAYMENT,16906.09,C1904487960,8104,0,M578555127,0,0,0
C18565,438.94049,1,883.64,838.41,45.23,480.86377,0.333333,0.333333,0.083333,0.166667,4,9,1000,910.64164,364.106153,0,12,7,PAYMENT,5689.82,C332151172,0,0,M1430674428,0,0,0
C18566,5.902257,0.818182,246.25,0,246.25,0,0.5,0,0.5,0,0,9,1000,316.597475,85.012713,0.777778,12,7,PAYMENT,8309.37,C90332066,0,0,M1203500109,0,0,0
C18567,1226.820889,0.909091,0,0,0,1719.367591,0,0,0,0.181818,4,0,1500,549.657295,409.831519,0,11,7,PAYMENT,13870.79,C902427943,99718,85847.21,M1387774425,0,0,0
C18568,485.236136,1,0,0,0,2250.075872,0,0,0,0.333333,5,0,3000,3541.569099,191.090262,0.333333,12,7,PAYMENT,1149.98,C1159675750,4632,3482.02,M1562292756,0,0,0
C18569,50.445122,1,685.32,0,685.32,0,1,0,0.916667,0,0,12,1000,627.32922,184.185967,0.8,12,7,CASH_OUT,206659.26,C662967389,3482.02,0,C769342184,1.24E+07,1.25E+07,0
C18570,1551.331695,1,349.92,0,349.92,0,1,0,1,0,0,12,1500,321.763599,7433.189695,0,12,7,CASH_OUT,85736.76,C1272033405,0,0,C560041895,94706.96,40278.39,0
C18571,1158.905046,1,82.9,0,82.9,3259.28324,0.333333,0,0.333333,0.583333,13,4,2500,2996.994649,478.201727,0.166667,12,7,CASH_OUT,120817.37,C2005488238,0,0,C878506901,165344.97,141644.5,0
C18572,26.143768,0.363636,0,0,0,490.493,0,0,0,0.090909,4,0,1000,1132.076982,42.063009,0.333333,11,7,CASH_OUT,261651.77,C1605357721,0,0,C1674899618,5952395.9,1.00E+07,0
C18573,572.838755,1,442.23,339.64,102.59,0,1,1,0.444444,0,0,40,600,407.914418,416.727752,0,9,7,CASH_OUT,291944.52,C1477312973,0,0,C481402298,2223039.23,3885428.17,0
C18574,993.453968,1,1114.26,1114.26,0,0,0.416667,0.416667,0,0,0,10,1500,582.043795,411.865777,0,12,7,CASH_OUT,125312,C513413353,0,0,C1245442940,141509,896903.33,0
C18575,880.18183,1,58.4,0,58.4,192.159314,0.285714,0,0.285714,0.142857,1,2,2000,132.494364,152.279898,0,7,7,CASH_OUT,367180.86,C591211382,0,0,C1335946878,518502.09,828787.26,0
C18577,252.359096,1,2487,0,2487,0,1,0,1,0,0,12,450,2347.418943,2621.829478,0.166667,12,7,CASH_OUT,414678.51,C37162128,0,0,C296121376,438147.29,371.65,0
C18578,321.606195,0.909091,2476.3,1062.12,1414.18,0,0.75,0.25,0.583333,0,0,28,2000,912.49967,157.957039,0.25,12,7,CASH_OUT,171810.63,C715093362,0,0,C1850180796,574394.44,7837942.9,0
C18579,215.295527,1,599.03,260,339.03,0,1,0.111111,0.888889,0,0,10,1000,223.114683,163.120714,0.428571,9,7,PAYMENT,7863.57,C1682716048,202823,194959.43,M778097908,0,0,0
C18580,1222.080889,0.818182,750,0,750,2452.136461,1,0,1,0.333333,4,12,2500,554.325638,260.87584,0,12,7,PAYMENT,8818.98,C336141860,147823,139004.02,M1173151026,0,0,0
C18582,1678.5937,1,1846.81,1846.81,0,0,0.625,0.625,0,0,0,18,3500,350.646998,297.503609,0,8,7,PAYMENT,9769.56,C1082753194,86025,76255.44,M1759914811,0,0,0
C18583,654.849672,1,630,630,0,0,0.083333,0.083333,0,0,0,1,2500,729.355023,181.044246,0,12,7,PAYMENT,7590.75,C885186621,20780,13189.25,M400867034,0,0,0
C18584,21.462595,0.727273,193.4,0,193.4,0,0.666667,0,0.666667,0,0,8,2500,264.851292,154.489371,1,12,7,PAYMENT,3153.75,C467988572,13189.25,10035.5,M1107476456,0,0,0
C18585,1931.8739,0.909091,477.7,50,427.7,2212.17081,0.909091,0.090909,0.818182,0.181818,3,11,2500,606.416101,1214.818774,0,11,7,PAYMENT,17951.43,C1633844381,10298,0,M1405230085,0,0,0
C18586,142.637508,1,1650,0,1650,0,0.916667,0,0.916667,0,0,11,1000,1775.123122,177.476329,0.636364,12,7,PAYMENT,8711.52,C1872257073,107881,99169.48,M942829525,0,0,0
C18587,10.400883,0.454545,533.98,293.98,240,0,0.5,0.25,0.416667,0,0,14,1000,1251.380404,33.246072,0,12,7,PAYMENT,12616.4,C1246132954,21175,8558.6,M153580963,0,0,0
C18588,3857.56223,1,0,0,0,2127.213754,0,0,0,1.142857,26,0,5000,617.508991,538.396872,0,7,7,PAYMENT,8235.45,C621942110,9923,1687.55,M250977006,0,0,0
C18589,1173.880289,0.875,0,0,0,1434.78206,0,0,0,0.125,1,0,1500,183.938329,338.005067,0,8,7,CASH_OUT,12375.97,C2006757696,30652,18276.03,C107095723,137,12512.97,0
C18590,111.098444,1,1105.89,0,1105.89,0,1,0,1,0,0,26,2000,1004.668873,151.76408,0.909091,12,7,PAYMENT,2328.84,C1168398461,11510,9181.16,M1890131314,0,0,0
C18591,114.007097,0.636364,2514.89,2514.89,0,0,0.333333,0.333333,0,0,0,5,2000,979.919435,104.458857,0,12,7,PAYMENT,546.23,C1386863459,19963.87,19417.63,M1076721351,0,0,0
C18592,23.167831,1,375,0,375,0,1,0,1,0,0,12,2500,389.716275,178.84094,0.916667,12,7,PAYMENT,17352.02,C665696527,19417.63,2065.61,M534213125,0,0,0
C18593,40.764223,0.545455,0,0,0,1374.929089,0,0,0,0.166667,2,0,1200,2232.23212,43.653577,0,12,7,PAYMENT,6856.57,C62505055,10157,3300.43,M680072609,0,0,0
C18594,2579.635387,0.545455,0,0,0,6466.73381,0,0,0,0.090909,1,0,7000,1415.843333,2022.852618,0,11,7,PAYMENT,1910.23,C1655088254,3300.43,1390.2,M1178969461,0,0,0
C18595,24.057927,0.7,441.78,49.9,391.88,0,0.9,0.1,0.8,0,0,21,1500,299.240418,68.453971,0.2,10,7,TRANSFER,41664.88,C187903706,123703,82038.12,C176203926,23132,0,0
C18596,391.07025,1,2616,0,2616,0,1,0,1,0,0,12,2000,2186.334191,224.709953,0.083333,12,7,TRANSFER,7828.57,C1811351040,35454.82,27626.25,C1096283470,0,7828.57,0
